"initial_alias","converted_alias","name","description","namespace"
"11180","ENSG00000178252","WDR6","WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]","ENTREZGENE_ACC"
"55152","ENSG00000178149","DALRD3","DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25536]","ENTREZGENE_ACC"
"494337","ENSG00000199032","MIR425","microRNA 425 [Source:HGNC Symbol;Acc:HGNC:31882]","ENTREZGENE_ACC"
"25915","ENSG00000178057","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]","ENTREZGENE_ACC"
"406966","ENSG00000207605","MIR191","microRNA 191 [Source:HGNC Symbol;Acc:HGNC:31561]","ENTREZGENE_ACC"
"3615","ENSG00000178035","IMPDH2","inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]","ENTREZGENE_ACC"
"54870","ENSG00000198218","QRICH1","glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]","ENTREZGENE_ACC"
"5859","ENSG00000172053","QARS1","glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751]","ENTREZGENE_ACC"
"102465536","ENSG00000284488","MIR6890","microRNA 6890 [Source:HGNC Symbol;Acc:HGNC:49990]","ENTREZGENE_ACC"
"10869","ENSG00000172046","USP19","ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]","ENTREZGENE_ACC"
"3913","ENSG00000172037","LAMB2","laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]","ENTREZGENE_ACC"
"22973","None","None","None",""
"64925","ENSG00000177352","CCDC71","coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]","ENTREZGENE_ACC"
"200942","ENSG00000185909","KLHDC8B","kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]","ENTREZGENE_ACC"
"646498","ENSG00000236980","C3orf84","chromosome 3 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:44666]","ENTREZGENE_ACC"
"339834","ENSG00000173421","IHO1","interactor of HORMAD1 1 [Source:HGNC Symbol;Acc:HGNC:27945]","ENTREZGENE_ACC"
"375341","ENSG00000188315","C3orf62","chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771]","ENTREZGENE_ACC"
"100422952","ENSG00000264633","MIR4271","microRNA 4271 [Source:HGNC Symbol;Acc:HGNC:38332]","ENTREZGENE_ACC"
"7375","ENSG00000114316","USP4","ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]","ENTREZGENE_ACC"
"107986084","None","None","None",""
"2876","ENSG00000233276","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","ENTREZGENE_ACC"
"387","ENSG00000067560","RHOA","ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]","ENTREZGENE_ACC"
"6988","ENSG00000145022","TCTA","T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]","ENTREZGENE_ACC"
"275","ENSG00000145020","AMT","aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]","ENTREZGENE_ACC"
"84276","ENSG00000145029","NICN1","nicolin 1, tubulin polyglutamylase complex subunit [Source:HGNC Symbol;Acc:HGNC:18317]","ENTREZGENE_ACC"
"1605","ENSG00000173402","DAG1","dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]","ENTREZGENE_ACC"
"100132677","ENSG00000226913","BSN-DT","BSN divergent transcript [Source:HGNC Symbol;Acc:HGNC:42445]","ENTREZGENE_ACC"
"8927","ENSG00000164061","BSN","bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]","ENTREZGENE_ACC"
"327","ENSG00000164062","APEH","acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]","ENTREZGENE_ACC"
"4485","ENSG00000173531","MST1","macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]","ENTREZGENE_ACC"
"63891","ENSG00000164068","RNF123","ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]","ENTREZGENE_ACC"
"386724","ENSG00000176020","AMIGO3","adhesion molecule with Ig like domain 3 [Source:HGNC Symbol;Acc:HGNC:24075]","ENTREZGENE_ACC"
"29925","ENSG00000173540","GMPPB","GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]","ENTREZGENE_ACC"
"9807","ENSG00000176095","IP6K1","inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360]","ENTREZGENE_ACC"
"389118","ENSG00000187492","CDHR4","cadherin related family member 4 [Source:HGNC Symbol;Acc:HGNC:34527]","ENTREZGENE_ACC"
"389119","ENSG00000185614","INKA1","inka box actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:32480]","ENTREZGENE_ACC"
"7318","ENSG00000182179","UBA7","ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]","ENTREZGENE_ACC"
"100847079","ENSG00000283726","MIR5193","microRNA 5193 [Source:HGNC Symbol;Acc:HGNC:43534]","ENTREZGENE_ACC"
"10293","ENSG00000183763","TRAIP","TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]","ENTREZGENE_ACC"
"79012","ENSG00000164076","CAMKV","CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]","ENTREZGENE_ACC"
"4486","ENSG00000164078","MST1R","macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]","ENTREZGENE_ACC"
"102724438","None","None","None",""
"84315","ENSG00000164077","MON1A","MON1 homolog A, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:28207]","ENTREZGENE_ACC"
"10180","ENSG00000004534","RBM6","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]","ENTREZGENE_ACC"
"10181","ENSG00000003756","RBM5","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]","ENTREZGENE_ACC"
"100775107","ENSG00000281691","RBM5-AS1","RBM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48871]","ENTREZGENE_ACC"
"100129060","ENSG00000235016","SEMA3F-AS1","SEMA3F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40518]","ENTREZGENE_ACC"
"107986035","None","None","None",""
"6405","ENSG00000001617","SEMA3F","semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]","ENTREZGENE_ACC"
"2779","ENSG00000114349","GNAT1","G protein subunit alpha transducin 1 [Source:HGNC Symbol;Acc:HGNC:4393]","ENTREZGENE_ACC"
"10991","ENSG00000188338","SLC38A3","solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]","ENTREZGENE_ACC"
"2771","ENSG00000114353","GNAI2","G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]","ENTREZGENE_ACC"
"102464817","ENSG00000275334","MIR5787","microRNA 5787 [Source:HGNC Symbol;Acc:HGNC:49930]","ENTREZGENE_ACC"
"101928931","None","None","None",""
"7869","ENSG00000012171","SEMA3B","semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]","ENTREZGENE_ACC"
"102465526","ENSG00000283848","MIR6872","microRNA 6872 [Source:HGNC Symbol;Acc:HGNC:50037]","ENTREZGENE_ACC"
"132228","ENSG00000179564","LSMEM2","leucine rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:26781]","ENTREZGENE_ACC"
"7866","ENSG00000214706","IFRD2","interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457]","ENTREZGENE_ACC"
"8372","ENSG00000186792","HYAL3","hyaluronidase 3 [Source:HGNC Symbol;Acc:HGNC:5322]","ENTREZGENE_ACC"
"24142","ENSG00000243477","NAA80","N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:HGNC Symbol;Acc:HGNC:30252]","ENTREZGENE_ACC"
"3373","ENSG00000114378","HYAL1","hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]","ENTREZGENE_ACC"
"8692","ENSG00000068001","HYAL2","hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]","ENTREZGENE_ACC"
"11334","ENSG00000114383","TUSC2","tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]","ENTREZGENE_ACC"
"11186","ENSG00000068028","RASSF1","Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]","ENTREZGENE_ACC"
"102060282","ENSG00000281358","RASSF1-AS1","RASSF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49091]","ENTREZGENE_ACC"
"51364","ENSG00000004838","ZMYND10","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]","ENTREZGENE_ACC"
"10641","ENSG00000114388","NPRL2","NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]","ENTREZGENE_ACC"
"11068","ENSG00000114395","CYB561D2","cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253]","ENTREZGENE_ACC"
"11070","ENSG00000126062","TMEM115","transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055]","ENTREZGENE_ACC"
"9254","ENSG00000007402","CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]","ENTREZGENE_ACC"
"105377082","None","None","None",""
"105377083","None","None","None",""
"51161","ENSG00000088543","C3orf18","chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]","ENTREZGENE_ACC"
"51409","ENSG00000114735","HEMK1","HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923]","ENTREZGENE_ACC"
"1154","ENSG00000114737","CISH","cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]","ENTREZGENE_ACC"
"7867","ENSG00000114738","MAPKAPK3","MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]","ENTREZGENE_ACC"
"107986085","None","None","None",""
"1795","ENSG00000088538","DOCK3","dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]","ENTREZGENE_ACC"
"100616138","ENSG00000272543","MIR4787","microRNA 4787 [Source:HGNC Symbol;Acc:HGNC:41653]","ENTREZGENE_ACC"
"7873","ENSG00000145050","MANF","mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]","ENTREZGENE_ACC"
"29890","ENSG00000259956","RBM15B","RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]","ENTREZGENE_ACC"
"9730","ENSG00000145041","DCAF1","DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]","ENTREZGENE_ACC"
"105377085","None","None","None",""
"23132","ENSG00000164080","RAD54L2","RAD54 like 2 [Source:HGNC Symbol;Acc:HGNC:29123]","ENTREZGENE_ACC"
"105377086","None","None","None",""
"51368","ENSG00000164081","TEX264","testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]","ENTREZGENE_ACC"
"2912","ENSG00000164082","GRM2","glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594]","ENTREZGENE_ACC"
"105377087","None","None","None",""
"440956","ENSG00000214686","IQCF6","IQ motif containing F6 [Source:HGNC Symbol;Acc:HGNC:35158]","ENTREZGENE_ACC"
"100506840","ENSG00000293437","IQCF4P","IQ motif containing F4, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100506840]","ENTREZGENE_ACC"
"401067","ENSG00000229972","IQCF3","IQ motif containing F3 [Source:HGNC Symbol;Acc:HGNC:31816]","ENTREZGENE_ACC"
"389123","ENSG00000184345","IQCF2","IQ motif containing F2 [Source:HGNC Symbol;Acc:HGNC:31815]","ENTREZGENE_ACC"
"101928999","ENSG00000235455","IQCF5-AS1","IQCF5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41297]","ENTREZGENE_ACC"
"389124","ENSG00000214681","IQCF5","IQ motif containing F5 [Source:HGNC Symbol;Acc:HGNC:35159]","ENTREZGENE_ACC"
"132141","ENSG00000173389","IQCF1","IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]","ENTREZGENE_ACC"
"9136","ENSG00000114767","RRP9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]","ENTREZGENE_ACC"
"10039","ENSG00000041880","PARP3","poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]","ENTREZGENE_ACC"
"118442","ENSG00000180929","GPR62","G protein-coupled receptor 62 [Source:HGNC Symbol;Acc:HGNC:13301]","ENTREZGENE_ACC"
"57060","ENSG00000090097","PCBP4","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]","ENTREZGENE_ACC"
"84836","ENSG00000114779","ABHD14B","abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]","ENTREZGENE_ACC"
"100526760","ENSG00000114786","ABHD14A-ACY1","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENTREZGENE_ACC"
"25864","ENSG00000248487","ABHD14A","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]","ENTREZGENE_ACC"
"95","ENSG00000243989","ACY1","aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]","ENTREZGENE_ACC"
"6159","ENSG00000162244","RPL29","ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]","ENTREZGENE_ACC"
"105377088","None","None","None",""
"1849","ENSG00000164086","DUSP7","dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]","ENTREZGENE_ACC"
"100128378","None","None","None",""
"25886","ENSG00000164087","POC1A","POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]","ENTREZGENE_ACC"
"211","ENSG00000023330","ALAS1","5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]","ENTREZGENE_ACC"
"54106","ENSG00000239732","TLR9","toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]","ENTREZGENE_ACC"
"11344","ENSG00000247596","TWF2","twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]","ENTREZGENE_ACC"
"101929054","ENSG00000243224","TWF2-DT","TWF2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55619]","ENTREZGENE_ACC"
"132160","ENSG00000164088","PPM1M","protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]","ENTREZGENE_ACC"
"80335","ENSG00000164091","WDR82","WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]","ENTREZGENE_ACC"
"406890","ENSG00000199150","MIRLET7G","microRNA let-7g [Source:HGNC Symbol;Acc:HGNC:31485]","ENTREZGENE_ACC"
"107986086","None","None","None",""
"132158","ENSG00000168237","GLYCTK","glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247]","ENTREZGENE_ACC"
"100874110","None","None","None",""
"406925","ENSG00000207926","MIR135A1","microRNA 135a-1 [Source:HGNC Symbol;Acc:HGNC:31520]","ENTREZGENE_ACC"
"25981","ENSG00000114841","DNAH1","dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]","ENTREZGENE_ACC"
"8314","ENSG00000163930","BAP1","BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]","ENTREZGENE_ACC"
"51533","ENSG00000010318","PHF7","PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]","ENTREZGENE_ACC"
"56920","ENSG00000010319","SEMA3G","semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]","ENTREZGENE_ACC"
"105377091","None","None","None",""
"7134","ENSG00000114854","TNNC1","troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]","ENTREZGENE_ACC"
"11188","ENSG00000010322","NISCH","nischarin [Source:HGNC Symbol;Acc:HGNC:18006]","ENTREZGENE_ACC"
"23166","ENSG00000010327","STAB1","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","ENTREZGENE_ACC"
"64943","ENSG00000168268","NT5DC2","5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]","ENTREZGENE_ACC"
"440957","ENSG00000168273","UQCC5","ubiquinol-cytochrome c reductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:37257]","ENTREZGENE_ACC"
"55193","ENSG00000163939","PBRM1","polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]","ENTREZGENE_ACC"
"26354","ENSG00000163938","GNL3","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]","ENTREZGENE_ACC"
"106633805","None","None","None",""
"692089","None","None","None",""
"100113381","None","None","None",""
"109616991","None","None","None",""
"692109","ENSG00000212452","SNORD69","small nucleolar RNA, C/D box 69 [Source:HGNC Symbol;Acc:HGNC:32730]","ENTREZGENE_ACC"
"55830","ENSG00000016864","GLT8D1","glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]","ENTREZGENE_ACC"
"28972","ENSG00000114902","SPCS1","signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]","ENTREZGENE_ACC"
"6787","ENSG00000114904","NEK4","NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]","ENTREZGENE_ACC"
"3697","ENSG00000055957","ITIH1","inter-alpha-trypsin inhibitor heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:6166]","ENTREZGENE_ACC"
"3699","ENSG00000162267","ITIH3","inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]","ENTREZGENE_ACC"
"3700","ENSG00000055955","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169]","ENTREZGENE_ACC"
"100873993","ENSG00000239799","ITIH4-AS1","ITIH4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40310]","ENTREZGENE_ACC"
"100526772","ENSG00000248592","STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough [Source:HGNC Symbol;Acc:HGNC:38834]","ENTREZGENE_ACC"
"389125","ENSG00000272573","MUSTN1","musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]","ENTREZGENE_ACC"
"375346","ENSG00000213533","STIMATE","STIM activating enhancer [Source:HGNC Symbol;Acc:HGNC:30526]","ENTREZGENE_ACC"
"102465866","ENSG00000275789","MIR8064","microRNA 8064 [Source:HGNC Symbol;Acc:HGNC:50236]","ENTREZGENE_ACC"
"51460","ENSG00000163935","SFMBT1","Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]","ENTREZGENE_ACC"
"91869","ENSG00000163933","RFT1","RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]","ENTREZGENE_ACC"
"5580","ENSG00000163932","PRKCD","protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]","ENTREZGENE_ACC"
"7086","ENSG00000163931","TKT","transketolase [Source:HGNC Symbol;Acc:HGNC:11834]","ENTREZGENE_ACC"
"107986087","None","None","None",""
"55802","ENSG00000272886","DCP1A","decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714]","ENTREZGENE_ACC"
"109617024","ENSG00000207109","SNORD38C","small nucleolar RNA, C/D box 38C [Source:HGNC Symbol;Acc:HGNC:52227]","ENTREZGENE_ACC"
"105377094","None","None","None",""
"776","ENSG00000157388","CACNA1D","calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391]","ENTREZGENE_ACC"
"55349","ENSG00000016391","CHDH","choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]","ENTREZGENE_ACC"
"55540","ENSG00000056736","IL17RB","interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]","ENTREZGENE_ACC"
"93973","ENSG00000113812","ACTR8","actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672]","ENTREZGENE_ACC"
"58515","ENSG00000113811","SELENOK","selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]","ENTREZGENE_ACC"
"105377095","None","None","None",""
"55799","ENSG00000157445","CACNA2D3","calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:HGNC Symbol;Acc:HGNC:15460]","ENTREZGENE_ACC"
"107986088","None","None","None",""
"790952","ENSG00000265992","ESRG","embryonic stem cell related [Source:HGNC Symbol;Acc:HGNC:39079]","ENTREZGENE_ACC"
"100874237","ENSG00000243715","CACNA2D3-AS1","CACNA2D3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40702]","ENTREZGENE_ACC"
"57408","ENSG00000144771","LRTM1","leucine rich repeats and transmembrane domains 1 [Source:HGNC Symbol;Acc:HGNC:25023]","ENTREZGENE_ACC"
"107986089","None","None","None",""
"105377096","ENSG00000243572","LINC02017","long intergenic non-protein coding RNA 2017 [Source:HGNC Symbol;Acc:HGNC:52852]","ENTREZGENE_ACC"
"105377097","None","None","None",""
"105377098","None","None","None",""
"7474","ENSG00000114251","WNT5A","Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]","ENTREZGENE_ACC"
"26059","ENSG00000187672","ERC2","ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]","ENTREZGENE_ACC"
"105377100","None","None","None",""
"711","ENSG00000281708","ERC2-IT1","ERC2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:1229]","ENTREZGENE_ACC"
"100500875","ENSG00000264013","MIR3938","microRNA 3938 [Source:HGNC Symbol;Acc:HGNC:38972]","ENTREZGENE_ACC"
"105377099","None","None","None",""
"285331","ENSG00000180376","CCDC66","coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]","ENTREZGENE_ACC"
"23272","ENSG00000163946","TASOR","transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]","ENTREZGENE_ACC"
"50650","ENSG00000163947","ARHGEF3","Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]","ENTREZGENE_ACC"
"100874200","ENSG00000240198","ARHGEF3-AS1","ARHGEF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40083]","ENTREZGENE_ACC"
"353324","ENSG00000186451","SPATA12","spermatogenesis associated 12 [Source:HGNC Symbol;Acc:HGNC:23221]","ENTREZGENE_ACC"
"54756","ENSG00000144730","IL17RD","interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]","ENTREZGENE_ACC"
"105377101","None","None","None",""
"8820","ENSG00000163666","HESX1","HESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4877]","ENTREZGENE_ACC"
"26060","ENSG00000157500","APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]","ENTREZGENE_ACC"
"142686","ENSG00000239388","ASB14","ankyrin repeat and SOCS box containing 14 [Source:HGNC Symbol;Acc:HGNC:19766]","ENTREZGENE_ACC"
"105377102","None","None","None",""
"201625","ENSG00000174844","DNAH12","dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]","ENTREZGENE_ACC"
"201626","ENSG00000174840","PDE12","phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]","ENTREZGENE_ACC"
"378","ENSG00000168374","ARF4","ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]","ENTREZGENE_ACC"
"106144532","ENSG00000272146","ARF4-AS1","ARF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51593]","ENTREZGENE_ACC"
"201627","ENSG00000174839","DENND6A","DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]","ENTREZGENE_ACC"
"101929159","ENSG00000241933","DENND6A-DT","DENND6A divergent transcript [Source:HGNC Symbol;Acc:HGNC:51592]","ENTREZGENE_ACC"
"7871","ENSG00000163681","SLMAP","sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]","ENTREZGENE_ACC"
